Year,Round Number,Circuit Name,Race Name,Mean Track Temperature,Rainfall Status,Driver Abbr,Team,Driver Number,Sprint Position,Sprint Points,Quali Position,Race Position,Race Points
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,PER,Racing Point,11,,0,16.0,11,0.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,LEC,Ferrari,16,,0,1.0,2,18.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,STR,Racing Point,18,,0,17.0,14,0.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,MAG,Haas F1 Team,20,,0,5.0,19,0.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,ALB,Toro Rosso,23,,0,13.0,15,0.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,KVY,Toro Rosso,26,,0,18.0,17,0.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,HUL,Renault,27,,0,12.0,13,0.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,RIC,Renault,3,,0,14.0,12,0.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,VER,Red Bull Racing,33,,0,3.0,1,26.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,NOR,McLaren,4,,0,6.0,6,8.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,HAM,Mercedes,44,,0,2.0,5,10.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,VET,Ferrari,5,,0,10.0,4,12.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,SAI,McLaren,55,,0,15.0,8,4.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,RUS,Williams,63,,0,19.0,18,0.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,RAI,Alfa Romeo Racing,7,,0,7.0,9,2.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,BOT,Mercedes,77,,0,4.0,3,15.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,GRO,Haas F1 Team,8,,0,11.0,16,0.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,KUB,Williams,88,,0,20.0,20,0.0
2019,9,Spielberg,Austrian Grand Prix,49.56,Rain,GIO,Alfa Romeo Racing,99,,0,8.0,10,1.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,GAS,Red Bull Racing,10,,0,5.0,4,12.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,PER,Racing Point,11,,0,15.0,17,0.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,LEC,Ferrari,16,,0,3.0,3,15.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,STR,Racing Point,18,,0,18.0,13,0.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,MAG,Haas F1 Team,20,,0,16.0,R,0.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,ALB,Toro Rosso,23,,0,9.0,12,0.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,KVY,Toro Rosso,26,,0,17.0,9,2.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,HUL,Renault,27,,0,10.0,10,1.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,RIC,Renault,3,,0,7.0,7,6.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,VER,Red Bull Racing,33,,0,4.0,5,10.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,NOR,McLaren,4,,0,8.0,11,0.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,HAM,Mercedes,44,,0,2.0,1,26.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,VET,Ferrari,5,,0,6.0,16,0.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,SAI,McLaren,55,,0,13.0,6,8.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,RUS,Williams,63,,0,19.0,14,0.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,RAI,Alfa Romeo Racing,7,,0,12.0,8,4.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,BOT,Mercedes,77,,0,1.0,2,18.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,GRO,Haas F1 Team,8,,0,14.0,R,0.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,KUB,Williams,88,,0,20.0,15,0.0
2019,10,Silverstone,British Grand Prix,30.42,Rain,GIO,Alfa Romeo Racing,99,,0,11.0,R,0.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,GAS,Red Bull Racing,10,,0,4.0,14,0.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,PER,Racing Point,11,,0,8.0,R,0.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,LEC,Ferrari,16,,0,10.0,R,0.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,STR,Racing Point,18,,0,15.0,4,12.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,MAG,Haas F1 Team,20,,0,12.0,8,4.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,ALB,Toro Rosso,23,,0,17.0,6,8.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,KVY,Toro Rosso,26,,0,14.0,3,15.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,HUL,Renault,27,,0,9.0,R,0.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,RIC,Renault,3,,0,13.0,R,0.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,VER,Red Bull Racing,33,,0,2.0,1,26.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,NOR,McLaren,4,,0,16.0,R,0.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,HAM,Mercedes,44,,0,1.0,9,2.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,VET,Ferrari,5,,0,20.0,2,18.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,SAI,McLaren,55,,0,7.0,5,10.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,RUS,Williams,63,,0,18.0,11,0.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,RAI,Alfa Romeo Racing,7,,0,5.0,12,0.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,BOT,Mercedes,77,,0,3.0,R,0.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,GRO,Haas F1 Team,8,,0,6.0,7,6.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,KUB,Williams,88,,0,19.0,10,1.0
2019,11,Hockenheim,German Grand Prix,40.64,Rain,GIO,Alfa Romeo Racing,99,,0,11.0,13,0.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,GAS,Red Bull Racing,10,,0,6.0,6,8.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,PER,Racing Point,11,,0,17.0,11,0.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,LEC,Ferrari,16,,0,4.0,4,12.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,STR,Racing Point,18,,0,19.0,17,0.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,MAG,Haas F1 Team,20,,0,15.0,13,0.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,ALB,Toro Rosso,23,,0,12.0,10,1.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,KVY,Toro Rosso,26,,0,13.0,15,0.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,HUL,Renault,27,,0,11.0,12,0.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,RIC,Renault,3,,0,18.0,14,0.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,VER,Red Bull Racing,33,,0,1.0,2,19.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,NOR,McLaren,4,,0,7.0,9,2.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,HAM,Mercedes,44,,0,3.0,1,25.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,VET,Ferrari,5,,0,5.0,3,15.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,SAI,McLaren,55,,0,8.0,5,10.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,RUS,Williams,63,,0,16.0,16,0.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,RAI,Alfa Romeo Racing,7,,0,10.0,7,6.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,BOT,Mercedes,77,,0,2.0,8,4.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,GRO,Haas F1 Team,8,,0,9.0,R,0.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,KUB,Williams,88,,0,20.0,19,0.0
2019,12,Hangaroring,Hungarian Grand Prix,37.59,Rain,GIO,Alfa Romeo Racing,99,,0,14.0,18,0.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,GAS,Toro Rosso,10,,0,16.0,9,2.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,PER,Racing Point,11,,0,9.0,6,8.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,LEC,Ferrari,16,,0,1.0,1,25.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,STR,Racing Point,18,,0,13.0,10,1.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,MAG,Haas F1 Team,20,,0,10.0,12,0.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,ALB,Red Bull Racing,23,,0,14.0,5,10.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,KVY,Toro Rosso,26,,0,18.0,7,6.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,HUL,Renault,27,,0,7.0,8,4.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,RIC,Renault,3,,0,6.0,14,0.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,VER,Red Bull Racing,33,,0,5.0,R,0.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,NOR,McLaren,4,,0,12.0,11,0.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,HAM,Mercedes,44,,0,3.0,2,18.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,VET,Ferrari,5,,0,2.0,4,13.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,SAI,McLaren,55,,0,17.0,R,0.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,RUS,Williams,63,,0,19.0,15,0.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,RAI,Alfa Romeo Racing,7,,0,8.0,16,0.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,BOT,Mercedes,77,,0,4.0,3,15.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,GRO,Haas F1 Team,8,,0,11.0,13,0.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,KUB,Williams,88,,0,20.0,17,0.0
2019,13,Spa-Francorchamps,Belgian Grand Prix,35.03,Dry,GIO,Alfa Romeo Racing,99,,0,15.0,18,0.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,GAS,Toro Rosso,10,,0,15.0,11,0.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,PER,Racing Point,11,,0,17.0,7,6.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,LEC,Ferrari,16,,0,1.0,1,25.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,STR,Racing Point,18,,0,9.0,12,0.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,MAG,Haas F1 Team,20,,0,12.0,R,0.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,ALB,Red Bull Racing,23,,0,8.0,6,8.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,KVY,Toro Rosso,26,,0,13.0,R,0.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,HUL,Renault,27,,0,6.0,5,10.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,RIC,Renault,3,,0,5.0,4,12.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,VER,Red Bull Racing,33,,0,20.0,8,4.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,NOR,McLaren,4,,0,14.0,10,1.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,HAM,Mercedes,44,,0,2.0,3,16.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,VET,Ferrari,5,,0,4.0,13,0.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,SAI,McLaren,55,,0,7.0,R,0.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,RUS,Williams,63,,0,18.0,14,0.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,RAI,Alfa Romeo Racing,7,,0,10.0,15,0.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,BOT,Mercedes,77,,0,3.0,2,18.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,GRO,Haas F1 Team,8,,0,16.0,16,0.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,KUB,Williams,88,,0,19.0,17,0.0
2019,14,Monza,Italian Grand Prix,29.02,Rain,GIO,Alfa Romeo Racing,99,,0,11.0,9,2.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,GAS,Toro Rosso,10,,0,12.0,8,4.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,PER,Racing Point,11,,0,10.0,R,0.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,LEC,Ferrari,16,,0,1.0,2,18.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,STR,Racing Point,18,,0,16.0,13,0.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,MAG,Haas F1 Team,20,,0,14.0,17,0.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,ALB,Red Bull Racing,23,,0,6.0,6,8.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,KVY,Toro Rosso,26,,0,15.0,15,0.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,HUL,Renault,27,,0,8.0,9,2.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,RIC,Renault,3,,0,20.0,14,0.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,VER,Red Bull Racing,33,,0,4.0,3,15.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,NOR,McLaren,4,,0,9.0,7,6.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,HAM,Mercedes,44,,0,2.0,4,12.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,VET,Ferrari,5,,0,3.0,1,25.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,SAI,McLaren,55,,0,7.0,12,0.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,RUS,Williams,63,,0,18.0,R,0.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,RAI,Alfa Romeo Racing,7,,0,13.0,R,0.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,BOT,Mercedes,77,,0,5.0,5,10.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,GRO,Haas F1 Team,8,,0,17.0,11,0.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,KUB,Williams,88,,0,19.0,16,0.0
2019,15,Singapore,Singapore Grand Prix,36.78,Dry,GIO,Alfa Romeo Racing,99,,0,11.0,10,1.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,GAS,Toro Rosso,10,,0,11.0,14,0.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,PER,Racing Point,11,,0,12.0,7,6.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,LEC,Ferrari,16,,0,1.0,3,15.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,STR,Racing Point,18,,0,15.0,11,0.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,MAG,Haas F1 Team,20,,0,14.0,9,2.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,ALB,Red Bull Racing,23,,0,19.0,5,10.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,KVY,Toro Rosso,26,,0,20.0,12,0.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,HUL,Renault,27,,0,7.0,10,1.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,RIC,Renault,3,,0,10.0,19,0.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,VER,Red Bull Racing,33,,0,4.0,4,12.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,NOR,McLaren,4,,0,8.0,8,4.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,HAM,Mercedes,44,,0,2.0,1,26.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,VET,Ferrari,5,,0,3.0,18,0.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,SAI,McLaren,55,,0,6.0,6,8.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,RUS,Williams,63,,0,17.0,17,0.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,RAI,Alfa Romeo Racing,7,,0,16.0,13,0.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,BOT,Mercedes,77,,0,5.0,2,18.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,GRO,Haas F1 Team,8,,0,9.0,20,0.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,KUB,Williams,88,,0,18.0,16,0.0
2019,16,Sochi,Russian Grand Prix,29.71,Rain,GIO,Alfa Romeo Racing,99,,0,13.0,15,0.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,GAS,Toro Rosso,10,,0,9.0,7,6.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,PER,Racing Point,11,,0,17.0,8,4.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,LEC,Ferrari,16,,0,2.0,6,8.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,STR,Racing Point,18,,0,12.0,9,2.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,MAG,Haas F1 Team,20,,0,19.0,15,0.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,ALB,Red Bull Racing,23,,0,6.0,4,12.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,KVY,Toro Rosso,26,,0,14.0,10,1.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,HUL,Renault,27,,0,15.0,20,0.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,RIC,Renault,3,,0,16.0,19,0.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,VER,Red Bull Racing,33,,0,5.0,18,0.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,NOR,McLaren,4,,0,8.0,11,0.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,HAM,Mercedes,44,,0,4.0,3,16.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,VET,Ferrari,5,,0,1.0,2,18.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,SAI,McLaren,55,,0,7.0,5,10.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,RUS,Williams,63,,0,18.0,16,0.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,RAI,Alfa Romeo Racing,7,,0,13.0,12,0.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,BOT,Mercedes,77,,0,3.0,1,25.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,GRO,Haas F1 Team,8,,0,10.0,13,0.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,KUB,Williams,88,,0,20.0,17,0.0
2019,17,Suzuka,Japanese Grand Prix,33.14,Dry,GIO,Alfa Romeo Racing,99,,0,11.0,14,0.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,GAS,Toro Rosso,10,,0,10.0,9,2.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,PER,Racing Point,11,,0,11.0,7,6.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,LEC,Ferrari,16,,0,2.0,4,13.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,STR,Racing Point,18,,0,16.0,12,0.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,MAG,Haas F1 Team,20,,0,17.0,15,0.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,ALB,Red Bull Racing,23,,0,5.0,5,10.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,KVY,Toro Rosso,26,,0,9.0,11,0.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,HUL,Renault,27,,0,12.0,10,1.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,RIC,Renault,3,,0,13.0,8,4.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,VER,Red Bull Racing,33,,0,1.0,6,8.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,NOR,McLaren,4,,0,8.0,20,0.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,HAM,Mercedes,44,,0,4.0,1,25.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,VET,Ferrari,5,,0,3.0,2,18.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,SAI,McLaren,55,,0,7.0,13,0.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,RUS,Williams,63,,0,19.0,16,0.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,RAI,Alfa Romeo Racing,7,,0,14.0,19,0.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,BOT,Mercedes,77,,0,6.0,3,15.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,GRO,Haas F1 Team,8,,0,18.0,17,0.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,KUB,Williams,88,,0,20.0,18,0.0
2019,18,Mexico City,Mexican Grand Prix,30.98,Dry,GIO,Alfa Romeo Racing,99,,0,15.0,14,0.0
2019,19,Austin,United States Grand Prix,24.81,Dry,GAS,Toro Rosso,10,,0,10.0,16,0.0
2019,19,Austin,United States Grand Prix,24.81,Dry,PER,Racing Point,11,,0,19.0,10,1.0
2019,19,Austin,United States Grand Prix,24.81,Dry,LEC,Ferrari,16,,0,4.0,4,13.0
2019,19,Austin,United States Grand Prix,24.81,Dry,STR,Racing Point,18,,0,14.0,13,0.0
2019,19,Austin,United States Grand Prix,24.81,Dry,MAG,Haas F1 Team,20,,0,12.0,18,0.0
2019,19,Austin,United States Grand Prix,24.81,Dry,ALB,Red Bull Racing,23,,0,6.0,5,10.0
2019,19,Austin,United States Grand Prix,24.81,Dry,KVY,Toro Rosso,26,,0,13.0,12,0.0
2019,19,Austin,United States Grand Prix,24.81,Dry,HUL,Renault,27,,0,11.0,9,2.0
2019,19,Austin,United States Grand Prix,24.81,Dry,RIC,Renault,3,,0,9.0,6,8.0
2019,19,Austin,United States Grand Prix,24.81,Dry,VER,Red Bull Racing,33,,0,3.0,3,15.0
2019,19,Austin,United States Grand Prix,24.81,Dry,NOR,McLaren,4,,0,8.0,7,6.0
2019,19,Austin,United States Grand Prix,24.81,Dry,HAM,Mercedes,44,,0,5.0,2,18.0
2019,19,Austin,United States Grand Prix,24.81,Dry,VET,Ferrari,5,,0,2.0,20,0.0
2019,19,Austin,United States Grand Prix,24.81,Dry,SAI,McLaren,55,,0,7.0,8,4.0
2019,19,Austin,United States Grand Prix,24.81,Dry,RUS,Williams,63,,0,18.0,17,0.0
2019,19,Austin,United States Grand Prix,24.81,Dry,RAI,Alfa Romeo Racing,7,,0,17.0,11,0.0
2019,19,Austin,United States Grand Prix,24.81,Dry,BOT,Mercedes,77,,0,1.0,1,25.0
2019,19,Austin,United States Grand Prix,24.81,Dry,GRO,Haas F1 Team,8,,0,15.0,15,0.0
2019,19,Austin,United States Grand Prix,24.81,Dry,KUB,Williams,88,,0,20.0,19,0.0
2019,19,Austin,United States Grand Prix,24.81,Dry,GIO,Alfa Romeo Racing,99,,0,16.0,14,0.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,GAS,Toro Rosso,10,,0,7.0,2,18.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,PER,Racing Point,11,,0,15.0,9,2.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,LEC,Ferrari,16,,0,4.0,18,0.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,STR,Racing Point,18,,0,17.0,19,0.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,MAG,Haas F1 Team,20,,0,10.0,11,0.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,ALB,Red Bull Racing,23,,0,6.0,14,0.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,KVY,Toro Rosso,26,,0,16.0,10,1.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,HUL,Renault,27,,0,14.0,15,0.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,RIC,Renault,3,,0,12.0,6,8.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,VER,Red Bull Racing,33,,0,1.0,1,25.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,NOR,McLaren,4,,0,11.0,8,4.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,HAM,Mercedes,44,,0,3.0,7,6.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,VET,Ferrari,5,,0,2.0,17,0.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,SAI,McLaren,55,,0,20.0,3,15.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,RUS,Williams,63,,0,18.0,12,0.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,RAI,Alfa Romeo Racing,7,,0,9.0,4,12.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,BOT,Mercedes,77,,0,5.0,20,0.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,GRO,Haas F1 Team,8,,0,8.0,13,0.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,KUB,Williams,88,,0,19.0,16,0.0
2019,20,Interlagos,Brazilian Grand Prix,32.92,Rain,GIO,Alfa Romeo Racing,99,,0,13.0,5,10.0
2019,21,Yas Marina Circuit,Abu Dhabi Grand Prix,32.89,Rain,GAS,Toro Rosso,10,,0,12.0,18,0.0
2019,21,Yas Marina Circuit,Abu Dhabi Grand Prix,32.89,Rain,PER,Racing Point,11,,0,11.0,7,6.0
2019,21,Yas Marina Circuit,Abu Dhabi Grand Prix,32.89,Rain,LEC,Ferrari,16,,0,4.0,3,15.0
2019,21,Yas Marina Circuit,Abu Dhabi Grand Prix,32.89,Rain,STR,Racing Point,18,,0,13.0,20,0.0
2019,21,Yas Marina Circuit,Abu Dhabi Grand Prix,32.89,Rain,MAG,Haas F1 Team,20,,0,15.0,14,0.0
2019,21,Yas Marina Circuit,Abu Dhabi Grand Prix,32.89,Rain,ALB,Red Bull Racing,23,,0,6.0,6,8.0
2019,21,Yas Marina Circuit,Abu Dhabi Grand Prix,32.89,Rain,KVY,Toro Rosso,26,,0,14.0,9,2.0
2019,21,Yas Marina Circuit,Abu Dhabi Grand Prix,32.89,Rain,HUL,Renault,27,,0,10.0,12,0.0
2019,21,Yas Marina Circuit,Abu Dhabi Grand Prix,32.89,Rain,RIC,Renault,3,,0,8.0,11,0.0
2019,21,Yas Marina Circuit,Abu Dhabi Grand Prix,32.89,Rain,VER,Red Bull Racing,33,,0,3.0,2,18.0
2019,21,Yas Marina Circuit,Abu Dhabi Grand Prix,32.89,Rain,NOR,McLaren,4,,0,7.0,8,4.0
