Year,Round Number,Circuit Name,Race Name,Mean Track Temperature,Rainfall Status,Driver Abbr,Team,Driver Number,Sprint Position,Sprint Points,Quali Position,Race Position,Race Points
2021,15,Sochi,Russian Grand Prix,23.23,Rain,VER,Red Bull Racing,33,,0,20.0,2,18.0
2021,15,Sochi,Russian Grand Prix,23.23,Rain,NOR,McLaren,4,,0,1.0,7,7.0
2021,15,Sochi,Russian Grand Prix,23.23,Rain,HAM,Mercedes,44,,0,4.0,1,25.0
2021,15,Sochi,Russian Grand Prix,23.23,Rain,MSC,Haas F1 Team,47,,0,17.0,R,0.0
2021,15,Sochi,Russian Grand Prix,23.23,Rain,VET,Aston Martin,5,,0,11.0,12,0.0
2021,15,Sochi,Russian Grand Prix,23.23,Rain,SAI,Ferrari,55,,0,2.0,3,15.0
2021,15,Sochi,Russian Grand Prix,23.23,Rain,LAT,Williams,6,,0,14.0,19,0.0
2021,15,Sochi,Russian Grand Prix,23.23,Rain,RUS,Williams,63,,0,3.0,10,1.0
2021,15,Sochi,Russian Grand Prix,23.23,Rain,RAI,Alfa Romeo Racing,7,,0,16.0,8,4.0
2021,15,Sochi,Russian Grand Prix,23.23,Rain,BOT,Mercedes,77,,0,7.0,5,10.0
2021,15,Sochi,Russian Grand Prix,23.23,Rain,MAZ,Haas F1 Team,9,,0,19.0,18,0.0
2021,15,Sochi,Russian Grand Prix,23.23,Rain,GIO,Alfa Romeo Racing,99,,0,18.0,16,0.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,GAS,AlphaTauri,10,,0,5.0,6,8.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,PER,Red Bull Racing,11,,0,7.0,3,15.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,ALO,Alpine,14,,0,6.0,16,0.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,LEC,Ferrari,16,,0,4.0,4,12.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,STR,Aston Martin,18,,0,9.0,9,2.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,TSU,AlphaTauri,22,,0,10.0,14,0.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,RIC,McLaren,3,,0,16.0,13,0.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,OCO,Alpine,31,,0,12.0,10,1.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,VER,Red Bull Racing,33,,0,3.0,2,18.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,NOR,McLaren,4,,0,8.0,7,6.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,HAM,Mercedes,44,,0,1.0,5,10.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,MSC,Haas F1 Team,47,,0,14.0,19,0.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,VET,Aston Martin,5,,0,11.0,18,0.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,SAI,Ferrari,55,,0,15.0,8,4.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,LAT,Williams,6,,0,17.0,17,0.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,RUS,Williams,63,,0,13.0,15,0.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,RAI,Alfa Romeo Racing,7,,0,19.0,12,0.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,BOT,Mercedes,77,,0,2.0,1,26.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,MAZ,Haas F1 Team,9,,0,20.0,20,0.0
2021,16,Istanbul,Turkish Grand Prix,24.29,Rain,GIO,Alfa Romeo Racing,99,,0,18.0,11,0.0
2021,17,Austin,United States Grand Prix,35.77,Rain,GAS,AlphaTauri,10,,0,9.0,R,0.0
2021,17,Austin,United States Grand Prix,35.77,Rain,PER,Red Bull Racing,11,,0,3.0,3,15.0
2021,17,Austin,United States Grand Prix,35.77,Rain,ALO,Alpine,14,,0,14.0,R,0.0
2021,17,Austin,United States Grand Prix,35.77,Rain,LEC,Ferrari,16,,0,5.0,4,12.0
2021,17,Austin,United States Grand Prix,35.77,Rain,STR,Aston Martin,18,,0,16.0,12,0.0
2021,17,Austin,United States Grand Prix,35.77,Rain,TSU,AlphaTauri,22,,0,10.0,9,2.0
2021,17,Austin,United States Grand Prix,35.77,Rain,RIC,McLaren,3,,0,7.0,5,10.0
2021,17,Austin,United States Grand Prix,35.77,Rain,OCO,Alpine,31,,0,11.0,R,0.0
2021,17,Austin,United States Grand Prix,35.77,Rain,VER,Red Bull Racing,33,,0,1.0,1,25.0
2021,17,Austin,United States Grand Prix,35.77,Rain,NOR,McLaren,4,,0,8.0,8,4.0
2021,17,Austin,United States Grand Prix,35.77,Rain,HAM,Mercedes,44,,0,2.0,2,19.0
2021,17,Austin,United States Grand Prix,35.77,Rain,MSC,Haas F1 Team,47,,0,19.0,16,0.0
2021,17,Austin,United States Grand Prix,35.77,Rain,VET,Aston Martin,5,,0,12.0,10,1.0
2021,17,Austin,United States Grand Prix,35.77,Rain,SAI,Ferrari,55,,0,6.0,7,6.0
2021,17,Austin,United States Grand Prix,35.77,Rain,LAT,Williams,6,,0,17.0,15,0.0
2021,17,Austin,United States Grand Prix,35.77,Rain,RUS,Williams,63,,0,15.0,14,0.0
2021,17,Austin,United States Grand Prix,35.77,Rain,RAI,Alfa Romeo Racing,7,,0,18.0,13,0.0
2021,17,Austin,United States Grand Prix,35.77,Rain,BOT,Mercedes,77,,0,4.0,6,8.0
2021,17,Austin,United States Grand Prix,35.77,Rain,MAZ,Haas F1 Team,9,,0,20.0,17,0.0
2021,17,Austin,United States Grand Prix,35.77,Rain,GIO,Alfa Romeo Racing,99,,0,13.0,11,0.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,GAS,AlphaTauri,10,,0,5.0,4,12.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,PER,Red Bull Racing,11,,0,4.0,3,15.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,ALO,Alpine,14,,0,16.0,9,2.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,LEC,Ferrari,16,,0,8.0,5,10.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,STR,Aston Martin,18,,0,20.0,14,0.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,TSU,AlphaTauri,22,,0,9.0,R,0.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,RIC,McLaren,3,,0,7.0,12,0.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,OCO,Alpine,31,,0,15.0,13,0.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,VER,Red Bull Racing,33,,0,3.0,1,25.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,NOR,McLaren,4,,0,10.0,10,1.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,HAM,Mercedes,44,,0,2.0,2,18.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,MSC,Haas F1 Team,47,,0,18.0,R,0.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,VET,Aston Martin,5,,0,11.0,7,6.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,SAI,Ferrari,55,,0,6.0,6,8.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,LAT,Williams,6,,0,17.0,17,0.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,RUS,Williams,63,,0,13.0,16,0.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,RAI,Alfa Romeo Racing,7,,0,12.0,8,4.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,BOT,Mercedes,77,,0,1.0,15,0.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,MAZ,Haas F1 Team,9,,0,19.0,18,0.0
2021,18,Mexico City,Mexico City Grand Prix,42.12,Dry,GIO,Alfa Romeo Racing,99,,0,14.0,11,0.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,GAS,AlphaTauri,10,8.0,0,5.0,7,6.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,PER,Red Bull Racing,11,4.0,0,4.0,4,13.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,ALO,Alpine,14,12.0,0,10.0,9,2.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,LEC,Ferrari,16,7.0,0,7.0,5,10.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,STR,Aston Martin,18,14.0,0,16.0,R,0.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,TSU,AlphaTauri,22,15.0,0,13.0,15,0.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,RIC,McLaren,3,11.0,0,9.0,R,0.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,OCO,Alpine,31,9.0,0,11.0,8,4.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,VER,Red Bull Racing,33,2.0,2,2.0,2,18.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,NOR,McLaren,4,6.0,0,8.0,10,1.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,HAM,Mercedes,44,5.0,0,1.0,1,25.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,MSC,Haas F1 Team,47,19.0,0,19.0,18,0.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,VET,Aston Martin,5,10.0,0,12.0,11,0.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,SAI,Ferrari,55,3.0,1,6.0,6,8.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,LAT,Williams,6,16.0,0,17.0,16,0.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,RUS,Williams,63,17.0,0,18.0,13,0.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,RAI,Alfa Romeo Racing,7,18.0,0,14.0,12,0.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,BOT,Mercedes,77,1.0,3,3.0,3,15.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,MAZ,Haas F1 Team,9,20.0,0,20.0,17,0.0
2021,19,Interlagos,Sao Paulo Grand Prix,38.72,Dry,GIO,Alfa Romeo Racing,99,13.0,0,15.0,14,0.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,GAS,AlphaTauri,10,,0,4.0,11,0.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,PER,Red Bull Racing,11,,0,11.0,4,12.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,ALO,Alpine,14,,0,5.0,3,15.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,LEC,Ferrari,16,,0,13.0,8,4.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,STR,Aston Martin,18,,0,12.0,6,8.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,TSU,AlphaTauri,22,,0,8.0,13,0.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,RIC,McLaren,3,,0,14.0,12,0.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,OCO,Alpine,31,,0,9.0,5,10.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,VER,Red Bull Racing,33,,0,2.0,2,19.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,NOR,McLaren,4,,0,6.0,9,2.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,HAM,Mercedes,44,,0,1.0,1,25.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,MSC,Haas F1 Team,47,,0,19.0,16,0.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,VET,Aston Martin,5,,0,10.0,10,1.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,SAI,Ferrari,55,,0,7.0,7,6.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,LAT,Williams,6,,0,17.0,R,0.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,RUS,Williams,63,,0,15.0,17,0.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,RAI,Alfa Romeo Racing,7,,0,16.0,14,0.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,BOT,Mercedes,77,,0,3.0,R,0.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,MAZ,Haas F1 Team,9,,0,20.0,18,0.0
2021,20,Losail,Qatar Grand Prix,33.66,Rain,GIO,Alfa Romeo Racing,99,,0,18.0,15,0.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,GAS,AlphaTauri,10,,0,6.0,6,8.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,PER,Red Bull Racing,11,,0,5.0,R,0.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,ALO,Alpine,14,,0,13.0,13,0.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,LEC,Ferrari,16,,0,4.0,7,6.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,STR,Aston Martin,18,,0,18.0,11,0.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,TSU,AlphaTauri,22,,0,8.0,14,0.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,RIC,McLaren,3,,0,11.0,5,10.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,OCO,Alpine,31,,0,9.0,4,12.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,VER,Red Bull Racing,33,,0,3.0,2,18.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,NOR,McLaren,4,,0,7.0,10,1.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,HAM,Mercedes,44,,0,1.0,1,26.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,MSC,Haas F1 Team,47,,0,19.0,R,0.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,VET,Aston Martin,5,,0,17.0,R,0.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,SAI,Ferrari,55,,0,15.0,8,4.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,LAT,Williams,6,,0,16.0,12,0.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,RUS,Williams,63,,0,14.0,R,0.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,RAI,Alfa Romeo Racing,7,,0,12.0,15,0.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,BOT,Mercedes,77,,0,2.0,3,15.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,MAZ,Haas F1 Team,9,,0,20.0,R,0.0
2021,21,Jeddah,Saudi Arabian Grand Prix,32.42,Dry,GIO,Alfa Romeo Racing,99,,0,10.0,9,2.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,GAS,AlphaTauri,10,,0,12.0,5,10.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,PER,Red Bull Racing,11,,0,4.0,15,0.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,ALO,Alpine,14,,0,11.0,8,4.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,LEC,Ferrari,16,,0,7.0,10,1.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,STR,Aston Martin,18,,0,13.0,13,0.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,TSU,AlphaTauri,22,,0,8.0,4,12.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,RIC,McLaren,3,,0,10.0,12,0.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,OCO,Alpine,31,,0,9.0,9,2.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,VER,Red Bull Racing,33,,0,1.0,1,26.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,NOR,McLaren,4,,0,3.0,7,6.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,HAM,Mercedes,44,,0,2.0,2,18.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,MSC,Haas F1 Team,47,,0,19.0,14,0.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,VET,Aston Martin,5,,0,15.0,11,0.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,SAI,Ferrari,55,,0,5.0,3,15.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,LAT,Williams,6,,0,16.0,16,0.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,RUS,Williams,63,,0,17.0,18,0.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,RAI,Alfa Romeo Racing,7,,0,18.0,19,0.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,BOT,Mercedes,77,,0,6.0,6,8.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,MAZ,Haas F1 Team,9,,0,20.0,20,0.0
2021,22,Yas Marina Circuit,Abu Dhabi Grand Prix,33.06,Dry,GIO,Alfa Romeo Racing,99,,0,14.0,17,0.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,VER,Red Bull Racing,1,,0,2.0,19,0.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,GAS,AlphaTauri,10,,0,10.0,R,0.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,PER,Red Bull Racing,11,,0,4.0,18,0.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,ALO,Alpine,14,,0,8.0,9,2.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,LEC,Ferrari,16,,0,1.0,1,26.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,STR,Aston Martin,18,,0,19.0,12,0.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,MAG,Haas F1 Team,20,,0,7.0,5,10.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,TSU,AlphaTauri,22,,0,16.0,8,4.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,ALB,Williams,23,,0,14.0,13,0.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,ZHO,Alfa Romeo,24,,0,15.0,10,1.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,HUL,Aston Martin,27,,0,17.0,17,0.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,RIC,McLaren,3,,0,18.0,14,0.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,OCO,Alpine,31,,0,11.0,7,6.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,NOR,McLaren,4,,0,13.0,15,0.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,HAM,Mercedes,44,,0,5.0,3,15.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,MSC,Haas F1 Team,47,,0,12.0,11,0.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,SAI,Ferrari,55,,0,3.0,2,18.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,LAT,Williams,6,,0,20.0,16,0.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,RUS,Mercedes,63,,0,9.0,4,12.0
2022,1,Sakhir,Bahrain Grand Prix,29.8,Rain,BOT,Alfa Romeo,77,,0,6.0,6,8.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,VER,Red Bull Racing,1,,0,4.0,1,25.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,GAS,AlphaTauri,10,,0,9.0,8,4.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,PER,Red Bull Racing,11,,0,1.0,4,12.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,ALO,Alpine,14,,0,7.0,R,0.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,LEC,Ferrari,16,,0,2.0,2,19.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,STR,Aston Martin,18,,0,15.0,13,0.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,MAG,Haas F1 Team,20,,0,10.0,9,2.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,TSU,AlphaTauri,22,,0,20.0,R,0.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,ALB,Williams,23,,0,17.0,14,0.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,ZHO,Alfa Romeo,24,,0,13.0,11,0.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,HUL,Aston Martin,27,,0,18.0,12,0.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,RIC,McLaren,3,,0,12.0,R,0.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,OCO,Alpine,31,,0,5.0,6,8.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,NOR,McLaren,4,,0,11.0,7,6.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,HAM,Mercedes,44,,0,16.0,10,1.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,MSC,Haas F1 Team,47,,0,14.0,20,0.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,SAI,Ferrari,55,,0,3.0,3,15.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,LAT,Williams,6,,0,19.0,R,0.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,RUS,Mercedes,63,,0,6.0,5,10.0
2022,2,Jeddah,Saudi Arabian Grand Prix,26.79,Dry,BOT,Alfa Romeo,77,,0,8.0,R,0.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,VER,Red Bull Racing,1,,0,2.0,R,0.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,GAS,AlphaTauri,10,,0,11.0,9,2.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,PER,Red Bull Racing,11,,0,3.0,2,18.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,ALO,Alpine,14,,0,10.0,17,0.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,LEC,Ferrari,16,,0,1.0,1,26.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,STR,Aston Martin,18,,0,20.0,12,0.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,MAG,Haas F1 Team,20,,0,17.0,14,0.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,TSU,AlphaTauri,22,,0,13.0,15,0.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,ALB,Williams,23,,0,16.0,10,1.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,ZHO,Alfa Romeo,24,,0,14.0,11,0.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,RIC,McLaren,3,,0,7.0,6,8.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,OCO,Alpine,31,,0,8.0,7,6.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,NOR,McLaren,4,,0,4.0,5,10.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,HAM,Mercedes,44,,0,5.0,4,12.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,MSC,Haas F1 Team,47,,0,15.0,13,0.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,VET,Aston Martin,5,,0,18.0,R,0.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,SAI,Ferrari,55,,0,9.0,R,0.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,LAT,Williams,6,,0,19.0,16,0.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,RUS,Mercedes,63,,0,6.0,3,15.0
2022,3,Melbourne,Australian Grand Prix,33.28,Dry,BOT,Alfa Romeo,77,,0,12.0,8,4.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,VER,Red Bull Racing,1,1.0,8,1.0,1,26.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,GAS,AlphaTauri,10,17.0,0,17.0,12,0.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,PER,Red Bull Racing,11,3.0,6,7.0,2,18.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,ALO,Alpine,14,9.0,0,5.0,R,0.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,LEC,Ferrari,16,2.0,7,2.0,6,8.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,STR,Aston Martin,18,15.0,0,15.0,10,1.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,MAG,Haas F1 Team,20,8.0,1,4.0,9,2.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,TSU,AlphaTauri,22,12.0,0,16.0,7,6.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,ALB,Williams,23,18.0,0,20.0,11,0.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,ZHO,Alfa Romeo,24,20.0,0,14.0,15,0.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,RIC,McLaren,3,6.0,3,6.0,18,0.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,OCO,Alpine,31,16.0,0,19.0,14,0.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,NOR,McLaren,4,5.0,4,3.0,3,15.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,HAM,Mercedes,44,14.0,0,13.0,13,0.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,MSC,Haas F1 Team,47,10.0,0,12.0,17,0.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,VET,Aston Martin,5,13.0,0,9.0,8,4.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,SAI,Ferrari,55,4.0,5,10.0,R,0.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,LAT,Williams,6,19.0,0,18.0,16,0.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,RUS,Mercedes,63,11.0,0,11.0,4,12.0
2022,4,Imola,Emilia Romagna Grand Prix,22.58,Rain,BOT,Alfa Romeo,77,7.0,2,8.0,5,10.0
2022,5,Miami,Miami Grand Prix,47.29,Rain,VER,Red Bull Racing,1,,0,3.0,1,26.0
2022,5,Miami,Miami Grand Prix,47.29,Rain,GAS,AlphaTauri,10,,0,7.0,R,0.0
2022,5,Miami,Miami Grand Prix,47.29,Rain,PER,Red Bull Racing,11,,0,4.0,4,12.0
2022,5,Miami,Miami Grand Prix,47.29,Rain,ALO,Alpine,14,,0,11.0,11,0.0
2022,5,Miami,Miami Grand Prix,47.29,Rain,LEC,Ferrari,16,,0,1.0,2,18.0
2022,5,Miami,Miami Grand Prix,47.29,Rain,STR,Aston Martin,18,,0,10.0,10,1.0
2022,5,Miami,Miami Grand Prix,47.29,Rain,MAG,Haas F1 Team,20,,0,16.0,16,0.0
2022,5,Miami,Miami Grand Prix,47.29,Rain,TSU,AlphaTauri,22,,0,9.0,12,0.0
2022,5,Miami,Miami Grand Prix,47.29,Rain,ALB,Williams,23,,0,18.0,9,2.0
